25
245	345	1504306800	1504310399	25	49.365,9.1105555556	49.0563888889,9.8963888889	48.9486111111,10.0969444444	48.8486111111,9.865	48.8105555556,9.7763888889	48.6986111111,9.6863888889	48.6213888889,9.6244444444	48.5944444444,9.6033333333	48.5277777778,9.55	48.5125,9.55	48.4666666667,9.55	48.4419444444,9.55	48.3933333333,9.55	48.3625,9.55	48.2941666667,9.55	48.1666666667,9.55	48.0352777778,9.55	47.9733333333,9.55	47.9569444444,9.55	47.89,9.55	47.8902777778,9.1369444444	47.8333333333,8.8583333333	47.8333333333,8.6166666667	48.6655555556,8.8161111111	49.365,9.1105555556
265	325	1504306800	1504310399	5	50.4280555556,6.6308333333	50.4280555556,6.8758333333	50.2786111111,6.9238888889	50.3038888889,6.6466666667	50.4280555556,6.6308333333
265	325	1504306800	1504310399	5	50.4769444444,6.7463888889	50.4766666667,6.8597222222	50.4280555556,6.8758333333	50.4280555556,6.6308333333	50.4769444444,6.7463888889
345	375	1504306800	1504310399	25	49.365,9.1105555556	49.0563888889,9.8963888889	48.9486111111,10.0969444444	48.8486111111,9.865	48.8105555556,9.7763888889	48.6986111111,9.6863888889	48.6213888889,9.6244444444	48.5944444444,9.6033333333	48.5277777778,9.55	48.5125,9.55	48.4666666667,9.55	48.4419444444,9.55	48.3933333333,9.55	48.3625,9.55	48.2941666667,9.55	48.1666666667,9.55	48.0352777778,9.55	47.9733333333,9.55	47.9569444444,9.55	47.89,9.55	47.8902777778,9.1369444444	47.8333333333,8.8583333333	47.8333333333,8.6166666667	48.6655555556,8.8161111111	49.365,9.1105555556
375	999	1504306800	1504310399	25	49.365,9.1105555556	49.0563888889,9.8963888889	48.9486111111,10.0969444444	48.8486111111,9.865	48.8105555556,9.7763888889	48.6986111111,9.6863888889	48.6213888889,9.6244444444	48.5944444444,9.6033333333	48.5277777778,9.55	48.5125,9.55	48.4666666667,9.55	48.4419444444,9.55	48.3933333333,9.55	48.3625,9.55	48.2941666667,9.55	48.1666666667,9.55	48.0352777778,9.55	47.9733333333,9.55	47.9569444444,9.55	47.89,9.55	47.8902777778,9.1369444444	47.8333333333,8.8583333333	47.8333333333,8.6166666667	48.6655555556,8.8161111111	49.365,9.1105555556
375	999	1504306800	1504310399	5	50.4769444444,6.7463888889	50.4766666667,6.8597222222	50.4280555556,6.8758333333	50.4280555556,6.6308333333	50.4769444444,6.7463888889
375	999	1504306800	1504310399	5	50.4280555556,6.6308333333	50.4280555556,6.8758333333	50.2786111111,6.9238888889	50.3038888889,6.6466666667	50.4280555556,6.6308333333
375	999	1504306800	1504310399	5	50.4769444444,6.7463888889	50.5058333333,6.8152777778	50.5102777778,6.8486111111	50.4766666667,6.8597222222	50.4769444444,6.7463888889
375	999	1504306800	1504310399	5	48.0833333333,7.5775	48.1,7.9666666667	47.9194444444,7.8813888889	48.0,7.6166666667	48.0833333333,7.5775
375	999	1504306800	1504310399	46	50.7252777778,7.8138888889	49.9044444444,8.4933333333	49.7408333333,8.2127777778	49.0472222222,7.8352777778	49.0508333333,7.7183333333	49.0802777778,7.585	49.12,7.3466666667	49.1513888889,7.1588888889	49.1722222222,7.0394444444	49.2180555556,6.7111111111	49.25,6.6833333333	49.4327777778,6.5597222222	49.4555555556,6.5444444444	49.6347222222,6.4280555556	49.6355555556,6.4275	49.6388888889,6.425	49.6666666667,6.4333333333	49.6916666667,6.4616666667	49.7286111111,6.5194444444	49.7666666667,6.5333333333	49.81,6.5036111111	49.8325,6.5072222222	49.9344444444,6.6088888889	50.0513888889,6.6233333333	50.0691666667,6.6286111111	50.2744444444,6.6508333333	50.3038888889,6.6466666667	50.2786111111,6.9238888889	50.4280555556,6.8758333333	50.4766666667,6.8597222222	50.5102777778,6.8486111111	50.5058333333,6.8152777778	50.5402777778,6.8983333333	50.5527777778,6.9269444444	50.5833333333,7.0	50.5930555556,7.055	50.6063888889,7.1288888889	50.6102777778,7.1513888889	50.6213888889,7.2144444444	50.6233333333,7.2252777778	50.6488888889,7.3766666667	50.6722222222,7.5305555556	50.6833333333,7.6	50.6975,7.6516666667	50.7069444444,7.7277777778	50.7252777778,7.8138888889
375	999	1504306800	1504310399	25	49.9044444444,8.4933333333	49.5555555556,9.1869444444	49.365,9.1105555556	48.6655555556,8.8161111111	47.8333333333,8.6166666667	47.8333333333,8.2958333333	47.9194444444,7.8813888889	48.1,7.9666666667	48.0833333333,7.5775	48.1991666667,7.6477777778	48.2166666667,7.6583333333	48.3477777778,7.7036111111	48.435,7.7336111111	48.5097222222,7.7913888889	48.5208333333,7.8	48.7166666667,7.9666666667	48.775,8.0222222222	48.9166666667,8.1541666667	48.9741666667,8.2186111111	48.9880555556,8.1205555556	49.0,8.0666666667	49.0194444444,8.0022222222	49.0472222222,7.8352777778	49.7408333333,8.2127777778	49.9044444444,8.4933333333
325	355	1504306800	1504310399	5	50.4769444444,6.7463888889	50.5058333333,6.8152777778	50.5102777778,6.8486111111	50.4766666667,6.8597222222	50.4769444444,6.7463888889
325	355	1504306800	1504310399	46	50.7252777778,7.8138888889	49.9044444444,8.4933333333	49.7408333333,8.2127777778	49.0472222222,7.8352777778	49.0508333333,7.7183333333	49.0802777778,7.585	49.12,7.3466666667	49.1513888889,7.1588888889	49.1722222222,7.0394444444	49.2180555556,6.7111111111	49.25,6.6833333333	49.4327777778,6.5597222222	49.4555555556,6.5444444444	49.6347222222,6.4280555556	49.6355555556,6.4275	49.6388888889,6.425	49.6666666667,6.4333333333	49.6916666667,6.4616666667	49.7286111111,6.5194444444	49.7666666667,6.5333333333	49.81,6.5036111111	49.8325,6.5072222222	49.9344444444,6.6088888889	50.0513888889,6.6233333333	50.0691666667,6.6286111111	50.2744444444,6.6508333333	50.3038888889,6.6466666667	50.2786111111,6.9238888889	50.4280555556,6.8758333333	50.4766666667,6.8597222222	50.5102777778,6.8486111111	50.5058333333,6.8152777778	50.5402777778,6.8983333333	50.5527777778,6.9269444444	50.5833333333,7.0	50.5930555556,7.055	50.6063888889,7.1288888889	50.6102777778,7.1513888889	50.6213888889,7.2144444444	50.6233333333,7.2252777778	50.6488888889,7.3766666667	50.6722222222,7.5305555556	50.6833333333,7.6	50.6975,7.6516666667	50.7069444444,7.7277777778	50.7252777778,7.8138888889
325	355	1504306800	1504310399	5	50.4769444444,6.7463888889	50.4766666667,6.8597222222	50.4280555556,6.8758333333	50.4280555556,6.6308333333	50.4769444444,6.7463888889
325	355	1504306800	1504310399	5	50.4280555556,6.6308333333	50.4280555556,6.8758333333	50.2786111111,6.9238888889	50.3038888889,6.6466666667	50.4280555556,6.6308333333
